id ra dec z_gsf z err_l_z err_u_z flux_f444w fluxerr_f444w logMstel err_l_logMstel err_u_logMstel logSFRUV err_l_logSFRUV err_u_logSFRUV beta err_l_beta err_u_beta Muv err_l_Muv err_u_Muv logT err_l_logT err_u_logT logZ err_l_logZ err_u_logZ Av err_l_Av err_u_Av sn_uv sn_det mgf err_l_mgf err_u_mgf logre_kpc err_l_logre_kpc err_u_logre_kpc n err_l_n err_u_n q err_l_q err_u_q chi2 no-data-sed scale_flux err_scale_flux_l err_scale_flux_u flag_gf flag_zspec flag_keydrop flag_unresolved flag_bd chi2nu_eazy chi2nu_spex keydrop
jadesgds-5100 53.165787 -27.821783 7.24 7.244 0.094 0.088 22.644 1.162 7.38 0.18 0.18 -0.08 0.03 0.1 -2.26 0.11 0.13 -18.52 0.08 0.07 -2.37 0.63 0.88 -0.38 0.24 0.21 0.46 0.23 0.15 9.693 99.967 29.067 0.036 0.036 -0.902 0.043 0.043 1.0 0.0 0.0 0.761 0.188 0.188 0.744 8 0.724 0.024 0.025 0 0 1 1 0 4.573 24.315 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-5123 53.186321 -27.821741 7.51 7.514 0.156 0.053 18.05 1.309 7.704 0.34 0.42 0.204 0.02 0.02 -2.61 0.09 0.1 -18.83 0.06 0.04 -1.03 1.3 0.51 -0.79 0.52 0.47 0.21 0.19 0.14 12.294 74.346 28.515 0.027 0.027 -0.459 0.175 0.175 1.0 0.0 0.0 0.358 0.047 0.047 0.877 8 0.879 0.022 0.022 0 0 1 0 0 1.849 21.383 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-6492 53.187363 -27.818476 8.84 8.839 0.3 0.25 7.2 0.857 8.373 0.1 0.08 0.063 0.04 0.03 -2.63 0.1 0.1 -17.867 0.11 0.09 -0.53 0.21 0.14 -1.06 0.58 0.64 0.01 0.01 0.09 9.087 42.012 28.984 0.032 0.032 -0.593 0.036 0.036 1.0 0.0 0.0 0.279 0.066 0.066 0.53 8 1.183 0.034 0.035 0 0 1 0 0 3.217 14.394 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-6834 53.1768 -27.817759 8.8 8.802 0.138 0.128 15.386 0.892 8.501 0.05 0.04 0.491 0.01 0.01 -2.54 0.08 0.05 -18.898 0.04 0.03 -0.99 0.27 0.14 -0.32 0.47 0.23 0.01 0.01 0.07 18.71 98.789 28.094 0.018 0.018 -0.413 0.017 0.017 1.0 0.0 0.0 0.242 0.025 0.025 1.454 8 1.205 0.02 0.021 0 0 1 0 0 0.83 14.276 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-7015 53.176029 -27.817396 10.65 10.646 1.359 0.301 23.721 0.896 9.336 0.03 0.04 0.596 0.08 0.09 -1.86 0.07 0.08 -18.505 0.08 0.07 -0.54 0.13 0.12 -0.08 0.06 0.05 0.01 0.01 0.06 11.529 93.837 28.739 0.034 0.034 -0.564 0.118 0.118 1.0 0.0 0.0 0.492 0.057 0.057 0.738 8 1.112 0.035 0.036 0 0 1 0 0 12.805 20.907 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-9528 53.167141 -27.812428 7.36 7.359 0.115 0.124 31.489 1.122 8.342 0.06 0.17 0.472 0.05 0.08 -2.23 0.04 0.08 -19.024 0.04 0.04 -1.49 0.27 0.14 -0.2 0.2 0.15 0.05 0.05 0.13 17.825 164.311 27.875 0.023 0.023 -0.23 0.017 0.017 1.0 0.0 0.0 0.207 0.018 0.018 0.834 8 1.102 0.023 0.024 0 0 1 0 0 2.679 21.88 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-12274 53.167358 -27.807507 9.69 9.69 0.0 0.0 15.266 0.956 8.464 0.13 0.11 0.504 0.06 0.08 -2.27 0.06 0.08 -19.351 0.04 0.05 -1.72 0.57 0.39 -1.49 0.37 0.67 0.64 0.22 0.15 20.089 115.986 28.097 0.02 0.02 -0.811 0.021 0.021 1.0 0.0 0.0 0.598 0.056 0.056 0.564 7 1.008 0.018 0.019 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-14022 53.144043 -27.804459 8.93 8.932 0.247 0.235 9.837 0.928 7.599 0.08 0.15 0.279 0.1 0.07 -2.13 0.13 0.06 -18.507 0.06 0.05 -1.87 0.26 0.67 -0.38 0.25 0.27 0.01 0.01 0.06 12.268 65.353 28.714 0.027 0.027 -0.717 0.118 0.118 1.0 0.0 0.0 0.585 0.057 0.057 0.499 8 1.021 0.025 0.026 0 0 1 0 0 2.786 18.643 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-15413 53.164467 -27.802185 8.47 8.964 0.149 0.162 21.481 0.997 8.609 0.51 0.37 0.359 0.18 0.18 -2.0 0.18 0.18 -18.206 0.11 0.09 -0.77 1.09 0.28 -0.52 0.3 0.24 0.72 0.32 0.2 8.608 82.136 28.641 0.033 0.033 -1.136 0.063 0.063 1.0 0.0 0.0 0.666 0.252 0.252 0.502 8 1.121 0.033 0.034 0 1 0 1 0 7.393 14.22 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-15571 53.152836 -27.801945 7.26 7.476 0.273 0.248 9.529 0.805 8.644 0.08 0.05 0.084 0.03 0.13 -2.28 0.21 0.18 -17.644 0.09 0.09 -0.54 0.34 0.19 -0.89 0.7 0.62 0.48 0.34 0.24 10.559 74.945 28.822 0.031 0.031 -0.498 0.031 0.031 1.0 0.0 0.0 0.503 0.056 0.056 0.414 8 1.301 0.037 0.038 0 1 0 0 0 0.448 10.864 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-15668 53.155083 -27.801775 7.3 7.539 0.243 0.232 23.535 0.887 8.761 0.03 0.04 0.481 0.05 0.06 -2.18 0.06 0.06 -18.642 0.03 0.03 -1.05 0.27 0.19 -0.81 0.33 0.69 0.51 0.22 0.12 26.987 157.42 27.917 0.019 0.019 -0.408 0.017 0.017 1.0 0.0 0.0 0.476 0.027 0.027 1.634 8 1.234 0.021 0.022 0 1 0 0 0 2.967 26.552 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-15761 53.193794 -27.801634 7.45 7.452 0.186 0.221 17.197 0.927 8.022 0.07 0.05 0.292 0.01 0.01 -2.51 0.04 0.05 -18.804 0.03 0.04 -1.51 0.31 0.17 -0.42 0.09 0.12 0.02 0.02 0.06 17.758 92.597 28.381 0.017 0.017 -1.015 0.025 0.025 1.0 0.0 0.0 0.747 0.106 0.106 0.646 8 1.005 0.016 0.016 0 0 1 1 0 7.563 31.324 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-16719 53.183937 -27.799994 7.36 7.359 0.08 0.075 32.351 1.261 8.226 0.14 0.17 0.526 0.01 0.05 -2.26 0.07 0.08 -19.174 0.04 0.04 -1.3 0.67 0.32 -0.49 1.01 0.41 0.53 0.17 0.17 23.908 151.735 27.683 0.016 0.016 -0.543 0.016 0.016 1.0 0.0 0.0 0.722 0.029 0.029 0.529 8 1.062 0.016 0.016 0 0 1 0 0 5.095 32.794 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-17976 53.184048 -27.797829 7.32 7.317 0.095 0.076 18.827 1.229 7.387 0.26 0.2 -0.013 0.03 0.09 -2.29 0.12 0.14 -17.907 0.1 0.07 -2.34 0.67 0.94 -0.49 0.32 0.24 0.38 0.26 0.17 9.149 73.836 28.974 0.027 0.027 -0.856 0.041 0.041 1.0 0.0 0.0 0.2 0.295 0.295 0.564 8 1.041 0.026 0.026 0 0 1 0 0 3.78 20.423 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-18265 53.187874 -27.797451 8.37 8.37 0.133 0.088 22.881 1.048 8.95 0.08 0.08 0.31 0.02 0.1 -2.25 0.15 0.13 -18.769 0.08 0.06 -0.55 0.27 0.18 -0.74 0.26 0.4 0.4 0.35 0.18 13.636 101.733 28.544 0.025 0.025 -0.483 0.026 0.026 1.0 0.0 0.0 0.422 0.041 0.041 0.512 8 1.001 0.023 0.023 0 0 1 0 0 4.023 13.358 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-18325 53.190781 -27.797283 7.4 7.4 0.272 0.142 8.526 0.822 7.994 0.47 0.22 0.004 0.03 0.03 -2.53 0.1 0.18 -17.359 0.08 0.07 -0.83 1.34 0.38 -0.81 0.66 0.56 0.26 0.25 0.27 8.659 53.308 28.97 0.037 0.037 -0.382 0.033 0.033 1.0 0.0 0.0 0.215 0.056 0.056 0.503 8 1.394 0.047 0.048 0 0 1 0 0 1.702 12.75 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-18428 53.191059 -27.797318 7.3 7.3 0.051 0.061 44.754 1.017 8.267 0.09 0.15 0.837 0.08 0.06 -1.82 0.08 0.06 -18.906 0.04 0.04 -2.21 0.35 0.63 -0.17 0.5 0.13 0.9 0.11 0.1 26.988 239.115 27.707 0.013 0.013 -0.349 0.011 0.011 1.0 0.0 0.0 0.2 0.017 0.017 0.704 8 1.141 0.013 0.014 0 0 1 0 0 12.582 27.179 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-18917 53.127213 -27.796421 8.62 8.619 0.13 0.092 17.847 0.95 8.42 0.33 0.23 0.41 0.02 0.01 -2.74 0.07 0.06 -19.065 0.04 0.04 -0.6 0.25 0.18 -0.55 0.32 0.35 0.01 0.01 0.05 16.63 91.126 28.265 0.023 0.023 -0.565 0.149 0.149 1.0 0.0 0.0 0.613 0.041 0.041 1.333 8 1.023 0.021 0.022 0 0 1 0 0 6.2 14.785 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-19434 53.186314 -27.795614 7.35 7.351 0.171 0.18 27.8 1.021 9.046 0.1 0.07 0.366 0.07 0.08 -2.12 0.08 0.08 -18.785 0.04 0.05 -0.51 0.3 0.15 -1.73 0.2 0.26 0.44 0.28 0.24 17.505 157.014 28.327 0.023 0.023 -0.711 0.023 0.023 1.0 0.0 0.0 0.916 0.073 0.073 0.489 8 0.969 0.02 0.021 0 0 1 0 0 1.094 25.658 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-20632 53.183746 -27.793705 7.27 7.267 0.088 0.076 15.652 0.921 7.258 0.22 0.19 -0.082 0.03 0.03 -2.36 0.11 0.12 -17.999 0.06 0.07 -2.44 0.59 0.94 -0.38 0.26 0.25 0.32 0.2 0.17 10.716 91.305 29.023 0.029 0.029 -0.891 0.044 0.044 1.0 0.0 0.0 0.685 0.16 0.16 0.814 8 0.93 0.025 0.026 0 0 1 0 0 9.852 25.372 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-20758 53.183754 -27.793894 7.24 7.243 0.061 0.062 66.584 1.477 8.26 0.05 0.11 0.94 0.09 0.06 -1.59 0.1 0.06 -18.96 0.04 0.05 -2.33 0.34 0.56 -0.09 0.13 0.06 1.04 0.06 0.07 17.531 228.951 27.045 0.036 0.036 0.307 0.02 0.02 0.372 0.058 0.058 0.313 0.015 0.015 2.051 8 1.0 1.0 1.0 1 0 1 0 1 32.967 31.669 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-21126 53.149609 -27.792845 8.05 8.05 0.353 0.191 30.734 1.619 9.06 0.03 0.04 0.48 0.02 0.07 -2.24 0.08 0.08 -19.25 0.05 0.05 -0.56 0.32 0.18 -1.82 0.14 0.21 0.04 0.04 0.18 14.109 106.508 26.04 0.523 0.523 0.882 0.217 0.217 2.684 0.916 0.916 0.372 0.051 0.051 1.176 8 1.0 1.0 1.0 1 0 1 0 0 10.536 13.043 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-21192 53.115772 -27.792681 7.88 7.884 0.332 0.275 9.909 1.05 7.459 0.08 0.16 0.149 0.08 0.06 -2.1 0.07 0.05 -18.763 0.06 0.06 -1.85 0.26 0.58 -0.51 0.2 0.41 0.02 0.02 0.12 8.725 63.627 29.177 0.032 0.032 -0.911 0.051 0.051 1.0 0.0 0.0 0.2 0.414 0.414 0.834 8 0.756 0.022 0.022 0 0 1 0 0 1.821 3.463 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-23180 53.187042 -27.789448 7.9 7.903 0.186 0.171 59.909 2.694 8.637 0.08 0.05 0.797 0.01 0.01 -2.36 0.06 0.05 -20.398 0.03 0.03 -1.48 0.32 0.17 -0.33 0.2 0.16 0.01 0.01 0.06 19.946 128.065 27.221 0.027 0.027 -0.147 0.018 0.018 1.0 0.0 0.0 0.413 0.02 0.02 0.791 8 0.865 0.021 0.022 0 0 1 0 0 6.119 12.384 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-23858 53.149384 -27.788181 7.31 7.308 0.122 0.126 17.574 1.454 7.51 0.16 0.26 0.19 0.03 0.02 -2.44 0.12 0.14 -18.5 0.07 0.06 -1.94 0.64 0.72 -0.48 0.49 0.3 0.35 0.25 0.19 10.373 60.491 28.586 0.713 0.713 -1.096 0.362 0.362 10.0 42.084 42.084 0.255 0.585 0.585 0.582 8 1.0 1.0 1.0 1 0 1 1 0 2.959 15.903 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-23946 53.164822 -27.788261 7.36 7.361 0.056 0.043 107.887 1.862 7.98 0.07 0.08 0.8 0.04 0.04 -2.11 0.04 0.04 -19.73 0.03 0.03 -2.38 0.37 0.43 -0.17 0.13 0.12 0.49 0.05 0.06 30.093 276.369 27.084 0.038 0.038 -0.076 0.025 0.025 1.852 0.148 0.148 0.372 0.018 0.018 1.37 8 1.0 1.0 1.0 1 0 1 0 0 27.632 38.964 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-23970 53.164684 -27.788233 7.29 7.287 0.064 0.059 88.295 2.127 9.26 0.15 0.09 1.08 0.12 0.13 -1.59 0.13 0.14 -19.34 0.07 0.06 -0.71 0.29 0.22 -1.46 0.38 1.4 1.22 0.17 0.16 18.348 208.517 27.681 0.029 0.029 0.112 0.014 0.014 0.2 0.06 0.06 0.217 0.01 0.01 1.449 8 1.0 1.0 1.0 1 0 1 0 0 19.078 34.948 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-25131 53.126896 -27.78615 7.25 7.253 0.123 0.113 215.098 1.018 8.592 0.35 0.3 0.962 0.24 0.25 -0.96 0.25 0.27 -17.71 0.12 0.11 -1.84 0.27 0.71 -1.19 0.63 0.81 1.33 0.43 0.32 9.972 588.368 28.937 0.057 0.057 -1.094 0.331 0.331 1.0 0.0 0.0 0.2 6.966 6.966 0.437 8 1.028 0.053 0.056 0 0 1 1 0 13.801 67.167 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-25734 53.161705 -27.785393 7.37 7.371 0.041 0.038 137.601 1.119 8.657 0.05 0.19 1.317 0.04 0.02 -1.69 0.05 0.02 -19.983 0.01 0.03 -2.16 0.3 0.35 -0.09 0.69 0.06 0.94 0.04 0.04 62.461 618.568 26.773 0.007 0.007 -0.324 0.006 0.006 1.0 0.0 0.0 0.463 0.008 0.008 1.127 8 1.064 0.007 0.007 0 0 1 0 0 27.467 72.285 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-26008 53.164146 -27.784525 7.97 7.975 0.287 0.273 11.541 0.81 8.145 0.47 0.35 0.275 0.12 0.19 -1.96 0.11 0.21 -17.813 0.08 0.07 -0.87 1.08 0.41 -0.39 0.52 0.18 0.12 0.12 0.19 9.225 72.468 29.059 0.046 0.046 -0.498 0.142 0.142 1.0 0.0 0.0 0.751 0.079 0.079 0.371 8 1.188 0.049 0.051 0 0 1 0 0 3.953 7.693 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-27630 53.13805 -27.781866 7.44 7.439 0.07 0.047 20.085 1.087 7.534 0.14 0.18 0.214 0.03 0.02 -2.41 0.08 0.1 -18.15 0.06 0.06 -2.67 0.41 1.05 -0.59 0.32 0.29 0.36 0.12 0.13 11.009 91.126 28.412 0.034 0.034 -0.385 0.155 0.155 1.0 0.0 0.0 0.284 0.043 0.043 0.531 8 1.213 0.037 0.038 0 0 1 0 0 6.294 17.141 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-27714 53.200645 -27.781652 7.2 7.204 0.14 0.172 6.699 1.088 6.849 0.2 0.32 -0.181 0.04 0.03 -2.69 0.13 0.21 -17.929 0.11 0.09 -2.09 0.4 0.85 -0.49 0.45 0.28 0.09 0.09 0.22 8.208 35.614 29.218 0.087 0.087 -0.465 0.08 0.08 1.0 0.0 0.0 0.826 0.166 0.166 0.501 8 0.848 0.066 0.071 0 0 1 0 0 5.924 14.649 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-29310 53.209885 -27.779276 8.37 8.366 0.096 0.081 63.653 1.063 8.667 0.19 0.18 0.637 0.01 0.01 -2.38 0.03 0.04 -19.738 0.02 0.02 -0.59 0.27 0.16 -0.09 0.06 0.07 0.23 0.05 0.06 30.103 244.417 27.709 0.012 0.012 -0.659 0.023 0.023 1.0 0.0 0.0 0.477 0.029 0.029 0.676 8 0.948 0.011 0.011 0 0 1 0 0 9.739 25.282 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-29365 53.186237 -27.779055 7.46 7.46 0.247 0.233 11.448 0.717 8.205 0.06 0.11 -0.115 0.04 0.09 -2.2 0.11 0.09 -18.213 0.06 0.05 -0.95 0.27 0.16 -0.47 0.32 0.28 0.04 0.04 0.29 10.974 94.096 29.484 0.086 0.086 -1.101 0.261 0.261 1.0 0.0 0.0 0.2 4.605 4.605 1.873 8 0.785 0.06 0.065 0 0 1 1 0 0.385 16.089 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-29377 53.186291 -27.779028 7.37 7.366 0.095 0.107 30.307 1.309 8.423 0.09 0.1 0.743 0.01 0.07 -2.23 0.05 0.08 -18.766 0.03 0.04 -1.96 0.45 0.46 -0.9 0.62 0.57 0.71 0.16 0.09 22.875 144.648 27.206 0.022 0.022 -0.089 0.015 0.015 1.0 0.0 0.0 0.401 0.016 0.016 2.709 8 1.635 0.033 0.034 0 0 1 0 0 3.22 23.669 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-31104 53.17868 -27.77632 7.53 7.53 0.28 0.207 34.23 2.37 8.47 0.06 0.1 0.56 0.08 0.1 -1.97 0.07 0.1 -19.365 0.07 0.06 -1.43 0.27 0.17 -0.66 0.16 0.59 0.19 0.13 0.13 10.545 90.366 28.192 0.033 0.033 -0.423 0.374 0.374 1.0 0.0 0.0 0.374 0.051 0.051 0.738 8 0.813 0.025 0.025 0 0 1 0 0 1.839 10.232 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-31373 53.207279 -27.775711 8.46 8.457 0.198 0.122 15.506 0.822 7.748 0.25 0.21 0.278 0.02 0.02 -2.57 0.09 0.1 -18.54 0.06 0.05 -1.54 0.88 0.34 -0.39 0.28 0.22 0.09 0.08 0.18 14.178 85.649 28.632 0.06 0.06 -0.886 0.079 0.079 1.0 0.0 0.0 0.254 0.382 0.382 2.089 8 1.117 0.06 0.064 0 0 1 0 1 7.459 6.604 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-32140 53.17976 -27.774647 7.29 7.292 0.036 0.038 83.821 1.164 7.993 0.04 0.04 0.663 0.05 0.04 -2.06 0.04 0.04 -19.208 0.03 0.03 -2.4 0.33 0.29 -0.41 0.07 0.05 0.68 0.04 0.04 22.425 326.769 27.649 0.017 0.017 -0.381 0.015 0.015 1.0 0.0 0.0 0.465 0.024 0.024 0.675 8 1.03 0.016 0.016 0 0 1 0 1 37.445 32.973 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-32166 53.179539 -27.774437 7.29 7.288 0.134 0.19 21.635 1.037 8.334 0.11 0.14 0.384 0.12 0.17 -1.86 0.11 0.16 -17.774 0.11 0.11 -1.47 0.3 0.19 -0.45 0.27 0.2 0.35 0.17 0.61 8.348 100.491 28.586 0.051 0.051 -0.318 0.04 0.04 1.0 0.0 0.0 0.714 0.074 0.074 0.517 8 1.243 0.057 0.059 0 0 1 0 0 3.864 18.433 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-32270 53.130047 -27.774494 7.32 7.322 0.134 0.143 34.416 2.475 7.974 0.11 0.13 0.354 0.02 0.05 -2.29 0.09 0.1 -20.559 0.06 0.05 -2.24 0.33 0.94 -1.13 0.56 0.65 0.7 0.11 0.1 16.087 93.387 28.16 0.017 0.017 -1.096 0.038 0.038 1.0 0.0 0.0 0.2 0.249 0.249 0.549 8 0.462 0.007 0.007 0 0 1 1 0 4.089 21.133 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-32432 53.179539 -27.773949 7.33 7.332 0.084 0.061 23.464 1.165 7.188 0.14 0.18 0.028 0.03 0.03 -2.37 0.09 0.1 -18.43 0.08 0.07 -2.27 0.32 0.91 -0.43 0.17 0.14 0.31 0.12 0.12 9.304 102.485 28.973 0.04 0.04 -0.744 0.041 0.041 1.0 0.0 0.0 0.81 0.124 0.124 0.598 8 0.847 0.031 0.032 0 0 1 0 0 11.29 19.105 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-32832 53.185356 -27.773184 7.37 7.373 0.096 0.081 18.791 1.013 7.46 0.1 0.17 0.34 0.02 0.02 -2.54 0.06 0.08 -18.714 0.05 0.04 -2.07 0.48 0.7 -0.42 0.29 0.25 0.25 0.09 0.08 17.639 107.883 28.193 0.019 0.019 -0.481 0.021 0.021 1.0 0.0 0.0 0.363 0.032 0.032 0.525 8 1.072 0.018 0.019 0 0 1 0 0 2.287 28.213 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-33025 53.140919 -27.772795 8.9 8.902 0.125 0.114 14.218 0.861 7.486 0.18 0.43 0.046 0.14 0.14 -2.43 0.14 0.14 -18.194 0.08 0.07 -1.99 0.49 1.15 -0.53 0.46 0.32 0.33 0.15 0.15 10.662 67.471 28.802 0.029 0.029 -1.15 0.133 0.133 1.0 0.0 0.0 0.2 1.902 1.902 0.551 8 1.165 0.03 0.031 0 0 1 1 0 11.707 15.407 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-33585 53.195766 -27.772051 7.27 7.272 0.123 0.228 29.757 1.097 8.205 0.11 0.12 0.455 0.03 0.14 -2.22 0.14 0.13 -18.772 0.09 0.1 -1.83 0.91 0.66 -0.54 0.38 0.25 0.65 0.26 0.16 10.09 139.735 27.737 0.044 0.044 -0.198 0.03 0.03 1.0 0.0 0.0 0.306 0.032 0.032 0.523 7 1.189 0.047 0.049 0 0 1 0 0 4.143 5.806 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-33635 53.18224 -27.771826 7.33 7.328 0.074 0.071 16.793 0.829 7.408 0.19 0.19 -0.032 0.03 0.08 -2.27 0.1 0.11 -17.555 0.07 0.07 -2.3 0.65 0.92 -0.46 0.22 0.19 0.41 0.15 0.14 9.496 94.399 28.95 0.027 0.027 -0.85 0.041 0.041 1.0 0.0 0.0 0.2 0.21 0.21 0.449 8 1.197 0.029 0.03 0 0 1 0 0 8.804 25.339 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-33892 53.180119 -27.771437 7.31 7.313 0.076 0.082 24.643 0.978 7.981 0.08 0.11 0.331 0.08 0.07 -2.23 0.09 0.07 -18.792 0.03 0.03 -2.48 0.49 0.99 -0.58 0.45 0.33 0.65 0.09 0.08 18.896 136.659 28.185 0.016 0.016 -0.785 0.019 0.019 1.0 0.0 0.0 0.514 0.047 0.047 0.486 8 1.026 0.015 0.016 0 0 1 0 0 1.958 27.323 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-34398 53.1768 -27.770538 7.25 7.253 0.232 0.302 8.343 1.261 8.145 0.12 0.08 -0.015 0.03 0.03 -2.59 0.17 0.2 -18.743 0.09 0.08 -0.56 0.34 0.18 -1.04 0.66 0.72 0.25 0.24 0.29 8.829 47.025 29.12 0.035 0.035 -1.067 0.126 0.126 1.0 0.0 0.0 0.2 1.796 1.796 0.402 8 0.716 0.023 0.023 0 0 1 1 0 0.213 8.346 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-34439 53.211437 -27.770441 8.13 8.13 0.278 0.238 11.247 0.83 8.484 0.05 0.05 -0.126 0.1 0.1 -2.66 0.09 0.1 -18.554 0.08 0.06 -0.55 0.25 0.19 -0.9 0.78 0.58 0.03 0.03 0.18 8.98 74.711 28.614 0.075 0.075 -0.755 0.072 0.072 1.0 0.0 0.0 0.935 0.248 0.248 0.601 8 1.033 0.069 0.074 0 0 1 0 0 0.91 8.709 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-34608 53.183548 -27.770182 8.82 8.817 0.081 0.075 21.524 0.66 7.863 0.11 0.24 0.553 0.01 0.01 -2.56 0.05 0.06 -18.911 0.03 0.03 -1.87 0.93 0.5 -0.34 0.13 0.12 0.2 0.15 0.1 28.073 154.992 27.988 0.015 0.015 -0.833 0.07 0.07 1.0 0.0 0.0 0.579 0.042 0.042 0.694 8 1.269 0.017 0.018 0 0 1 0 0 13.452 27.094 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-34694 53.193115 -27.770044 7.34 7.342 0.11 0.154 17.714 0.899 7.854 0.17 0.14 0.214 0.09 0.11 -2.15 0.09 0.11 -18.006 0.07 0.06 -1.88 0.61 0.58 -0.55 0.52 0.24 0.68 0.24 0.13 13.823 98.075 28.465 0.022 0.022 -0.506 0.024 0.024 1.0 0.0 0.0 0.347 0.046 0.046 0.881 8 1.184 0.024 0.025 0 0 1 0 0 8.612 18.213 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-35079 53.181484 -27.769501 7.38 7.383 0.128 0.082 16.755 1.156 7.258 0.14 0.19 0.318 0.02 0.02 -2.7 0.07 0.08 -18.49 0.05 0.05 -2.17 0.41 0.84 -0.49 0.23 0.24 0.07 0.07 0.11 14.081 79.225 28.182 0.052 0.052 -0.208 0.05 0.05 1.0 0.0 0.0 0.391 0.044 0.044 1.264 8 1.169 0.054 0.057 0 0 1 0 0 5.561 25.651 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-35654 53.194141 -27.768377 7.39 7.387 0.144 0.086 10.667 1.036 6.996 0.2 0.34 0.006 0.03 0.03 -2.64 0.11 0.1 -17.87 0.08 0.06 -2.06 0.49 1.0 -0.61 0.46 0.39 0.06 0.06 0.19 8.943 56.272 28.872 0.049 0.049 -0.337 0.041 0.041 1.0 0.0 0.0 0.254 0.06 0.06 0.768 8 1.086 0.048 0.05 0 0 1 0 0 2.167 23.156 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-35828 53.206631 -27.7682 7.59 7.587 0.301 0.252 34.905 1.352 9.173 0.07 0.05 0.613 0.13 0.11 -2.05 0.14 0.11 -19.122 0.05 0.08 -0.55 0.29 0.18 -0.51 1.05 0.4 0.68 0.15 0.14 9.546 152.01 28.06 0.041 0.041 -0.249 0.03 0.03 1.0 0.0 0.0 0.247 0.033 0.033 0.497 8 1.008 0.037 0.038 0 0 1 0 0 4.568 9.98 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-35921 53.190769 -27.767883 7.71 7.709 0.351 0.227 25.689 0.913 8.794 0.08 0.09 0.204 0.1 0.13 -2.14 0.1 0.14 -17.884 0.08 0.06 -0.56 0.28 0.2 -0.49 0.16 0.12 0.4 0.26 0.21 9.696 112.985 28.812 0.033 0.033 -1.11 0.078 0.078 1.0 0.0 0.0 0.2 0.594 0.594 0.571 8 1.243 0.037 0.038 0 0 1 1 0 2.503 24.454 JWST_NIRCAM_MULTIPLE_F115W-d
